place,title,time,pay,date
인천 서구, 프렌즈아카데미 청라 센트럴점,시간협의,"월급2,300,000",4시간전
대구 전체, 프렌즈아카데미 대구 수성하이츠점,14:00~18:00,"시급9,160",5시간전
서울 성동구, 프렌즈아카데미 성수점,시간협의,"연봉25,500,000",12/08
경기 남양주, 프렌즈아카데미 다산 수석점,시간협의,"월급2,300,000",12/07
경기 이천시, 프렌즈아카데미 이천 송정점,14:00~24:00,"시급10,000",12/07
